"settings: {'CHANGING_GOAL': False, 'MAX_GATES': 26, 'N_pop': 2000, 'B': 327, 'Pc': 0.5, 'L': 500, 'G': 20, 'Pm': 0.0021406727828746177, 't': 30, 'NUM_INPUTS': 6, 'INIT_GOAL': '(x XOR y) AND (z XOR w); (x XOR y) OR (t XOR u); (z XOR w) AND (t XOR u)', 'GOALS': ['(x XOR y) OR (z XOR w); (x XOR y) AND (t XOR u); (z XOR w) AND (t XOR u)', '(x XOR y) AND (z XOR w); (x XOR y) OR (t XOR u); (z XOR w) AND (t XOR u)', '(x XOR y) AND (z XOR w); (x XOR y) AND (t XOR u); (z XOR w) AND (t XOR u)', '(x XOR y) AND (z XOR w); (x XOR y) AND (t XOR u); (z XOR w) OR (t XOR u)', '(x XOR y) AND (z XOR w); (x XOR y) AND (t XOR u); (z XOR w) AND (t XOR u)', '(x XOR y) OR (z XOR w); (x XOR y) AND (t XOR u); (z XOR w) AND (t XOR u)']}"
Gen,Max Fitness,Average Fitness,Normalized Fitness,Max Fitness Genome,Goal
0,0.5,0.09622395833333273,0.44676559573548513,011010010100100000001110111111100001110000011000101100000101110101100110011010010001100111100001001000101001000001010011101100001001111110100100100110010001011100101001011000110001001100111001000111011011000101000011001000000110011101100011100111001010000010100011101100110010111011011001110101100000011010010110000000000100001,(x ^ y) & (z ^ w); (x ^ y) | (t ^ u); (z ^ w) & (t ^ u)
