Gen,Max Fitness,Average Fitness,Max Fitness Genome
210,0.8125,0.7532875,01110001001000111011111100101000000000000011010111011001101001101010001010110111001000001000000100101100
211,0.8125,0.7510125,11111101001010101100100110010100000000100011010111101000101001000001001110100001001000001000000100101100
212,0.8125,0.755775,10110111101000001001011000010100000000100011010111110001101010000011101111111001001000001000000100011100
213,0.8125,0.7536375,10010011011111100011100010100000000000000011010111010001101100000011001000100001001000001000000100011100
214,0.8125,0.756125,11101000001010101100111001000000000000000011010111001011101000010011111110101010001000001000000100011100
215,0.8125,0.757025,11110010000100111011000010100000000000100011010111100101000100110100111010100000001000001000000100011100
216,0.8125,0.759725,00101010101111001010111010101000000000000011010111110110001000010011001110100001001000001000000100011100
217,0.8125,0.75305,00011000001000000011110001010100000000100011010111000100111010000010111111101001001000001000000100011100
218,0.8125,0.757025,11111000001100101000111100010000000000100011010111010001101000000011001010100100001000001000000100101100
219,0.8125,0.7535625,10010100001100101011011010000000000000000011010111010111101000011011001001101001001000001000000100011100
220,0.8125,0.7549625,01000011101011101111001101101000000000100011010111111000011101010010000001110111001000001000000100011100
221,0.8125,0.753175,01101100110000001000101101100000000000000011010111011001101001111011101100101001001000001000000100101100
222,0.8125,0.7585125,00101001110000101101111000110000000000100011010111110010101001000010010110101011001000001000000100011100
223,0.8125,0.7568875,00101010011100101011011110101100000000100011010111010101101000000111001110110000001000001000000100011100
224,0.8125,0.7588375,11011010011100001110101001001000000000000011010111011001111111000001101011010100001000001000000100011100
225,0.8125,0.7537,00110001101110101010110010000000000000100011010111010101001000110101010010100011001000001000000100101100
226,0.875,0.75295,11111000111010011010000000110000000000100011010111110001101001000111001110100010001000100000001100011100
227,0.875,0.7589,00111000001010101011100101000000000000100011010111100101111010000011001110100010001000100000001100011100
228,0.875,0.7563125,11111000111010011010000000110000000000100011010111110001101001000111001110100010001000100000001100011100
229,0.875,0.76425,11111000001001010101101101001000000000100011010111100000100100000011101011101001001000100000001100011100
230,0.875,0.7745,11111000001001010101101101001000000000100011010111001001101100000001000011100000001000100000001100011100
231,0.875,0.7971375,11110110000010100010000011000000000000100011010111011001101100000011011110101001001000100000001100011100
232,0.875,0.8058625,00101001000010101010000011000000000000100011010111011001101100000011011110101001001000100000001100011100
233,0.875,0.813975,11111100100111111101000000010000000000100011010111000100101011110011011011110101001000100000001100011100
234,0.875,0.818725,00101001000010101010001011000000000000100011010111011001101100000011011110101001001000100000001100011100
235,0.875,0.8130625,11110110000010100010000110100000000000100011010111110000100010000011101011101001001000100000001100011100
236,0.875,0.812425,11001100000000100101001000100100000000100011010111110000101100000011101011001001001000100000001100011100
237,0.875,0.818925,11110110000011100010000110100000000000100011010111110010100100000001101011101001001000100000001100011100
238,0.875,0.8147,00111000001010101011100110100000000000100011010111110001100100000011101110101001001000100000001100011100
239,0.875,0.81485,11110110111010010110000111100000000000100011010111110000100000000011101111101001001000100000001100011100
240,0.875,0.810825,11101110101010101111101000100000000000100011010111010101101010100011001110100011001000100000001100011100
241,0.875,0.8105375,11111110101001101101101000100000000000100011010111110000100100000011101011101001001000100000001100011100
242,0.875,0.8140625,11101010001110101011101011100000000000100011010111110000101101000001101001101001001000100000001100011100
243,0.875,0.8153625,10110110000010101111100000010000000000100011010111010101010000001011001111101001001000100000001100011100
244,0.875,0.8156875,01101001000010100010001010111100000000100011010111011001011100000011011110100001001000100000001100011100
245,0.875,0.8183625,11111000001001110100100111100000000000100011010111110000100101010111100011101001001000100000001100011100
246,0.875,0.8165875,11110111111010011010101001001000000000100011010111110000100100001011001011101001001000100000001100011100
247,0.875,0.8113,11010101001001010001101101000000000000100011010111110011101010000011101011111001001000100000001100011100
248,0.875,0.8127,10011010000110110011111000001000000000100011010111110000100100001110101011101001001000100000001100011100
249,0.875,0.807575,00101001000010001010000011001000000000100011010111010011101011010011111011101001001000100000001100011100
250,0.875,0.812925,00101101001010101010111001110000000000100011010111110000100101000111001011001001001000100000001100011100
251,0.875,0.8163375,11110100001011010000110111001000000000100011010111101000100100010011101011101001001000100000001100011100
252,0.875,0.8185375,10000110001101010101101101110000000000100011010111111000101100000011011111111001001000100000001100011100
