"settings: {'CHANGING_GOAL': False, 'N_pop': 5000, 'B': 104, 'Pc': 0.5, 'L': 100000, 'MAX_GATES': 12, 'G': 20, 'Pm': 0.00673076923076923}"
Gen,Max Fitness,Average Fitness,Max Fitness Genome
1472,0.9375,0.8516375,00000100110000001000000010000000100001000011000110000111010000100110010100101000000001001000100000101010
1473,0.9375,0.848875,00000100110011110111000010000000100001000011000110000111010000100110010011010011000001001011101010001010
1474,0.9375,0.8457125,00000100110110101111000010000000100001000011000110000111010000100110010011111011000001001010111101001010
1475,0.9375,0.853875,00000100110100010001000010000000100001000011000110000111010000100110011000111100000001001011100110101010
1476,0.9375,0.8574,00000100110111000101000010000000100001000011000110000111010000100110011011101110000001001011111010111010
1477,0.9375,0.8533625,00000100111110111011000011000000100001000011000110000111010000100110011001111010000001001011111101001010
1478,0.9375,0.8543125,00000000110001011101000010000000100001000011000110000111010000100110010101111111000001001000001100111010
1479,0.9375,0.8548,00000100111000101011000011000000100001000011000110000111010000100110011100111100000001001011000010111010
1480,0.9375,0.852225,00000100110001000101000010000000100001000011000110000111010000100110010110001010000001001000111010111010
1481,0.9375,0.8522,00000100111010111110000010000000100001000011000110000111010000100110010000010000000001001001111010001010
1482,0.9375,0.85455,00000100111010111100000010000000100001000011000110000111010000100110010001011110000001001000011110001010
1483,0.9375,0.8514125,00000100110001110110000011000000100001000011000110000111010000100110011000011010000001001001010100001010
1484,0.9375,0.852725,00000100111000000101000010000000100001000011000110000111010000100110011101101001000001001011101110111010
1485,0.9375,0.84745,00000100110001000011000010000000100001000011000110000111010000100110011011001101000001001011011010001010
1486,0.9375,0.8483625,00000100110111001100000010000000100001000011000110000111010000100110010111100010000001001011111000101010
1487,0.9375,0.8529625,00000100111110100111000010000000100001000011000110000111010000100110010111101111000001001011011001011010
1488,0.9375,0.854125,00000100111111011100000010000000100001000011000110000111010000100110011001000001000001001010110100101010
1489,0.9375,0.8464375,00000100111111101110000010000000100001000011000110000111010000100110011101011100000001001010110000001010
1490,0.9375,0.8566125,00000100111101000101000011000000100001000011000110000111010000100110010100001110000001001001101110011010
1491,0.9375,0.855375,00000100110000110100000011000000100001000011000110000111010000100110010000111010000001001011000010111010
1492,0.9375,0.846575,00000100110000100010000011000000100001000011000110000111010000100110010001110000000001001000111011011010
1493,0.9375,0.847275,00000100110010001011000011000000100001000011000110000111010000100110011101011001000001001001000111101010
1494,0.9375,0.8477,00000100110101011100000010000000100001000011000110000111010000100110010001011000000001001010100100101010
1495,0.9375,0.8518625,00000100110101011100000010000000100001000011000110000111010000100110011011000000000001001011000000111010
1496,0.9375,0.8518375,00000100110010111001000010000000100001000011000110000111010000100110011001100011000001001010001101111010
1497,0.9375,0.8494125,00000100110101011100000010000000100001000011000110000111010000100110010011111000000001001011000000101010
1498,0.9375,0.8491,00000000110000000101000010000000100001000011000110000111010000100110011101001000000001001011001000011010
1499,0.9375,0.8480125,00000100111110111001000010000000100001000011000110000111010000100110010111010110000001001011011000101010
1500,0.9375,0.849175,00000100110010110110000010000000100001000011000110000111010000100110011011111011000001001010101100111010
1501,0.9375,0.849925,00000100111011110101000010000000100001000011000110000111010000100110010010001111000001001010011110101010
1502,0.9375,0.8535,00000100110000100010000010000000100001000011000110000111010000100110010011001101000001001010001110111010
1503,0.9375,0.844375,00000100111010101100000011000000100001000011000110000111010000100110010000111101000001001010001011001010
1504,0.9375,0.8492125,00000100110100111011000011000000100001000011000110000111010000100110011001111010000001001001111101001010
1505,0.9375,0.851625,00000100110111000100000010000000100001000011000110000111010000100110010011111000000001001010000100011010
1506,0.9375,0.8500375,00000000111001100110000010000000100001000011000110000111010000100110010001111001000001001000111011001010
1507,0.9375,0.85425,00000100110001100001000010000000100001000011000110000111010000100110010011010101000001001010111101001010
1508,0.9375,0.8485625,00000100110110000001000011000000100001000011000110000111010000100110010101010111000001001010001100111010
1509,0.9375,0.85405,00000100110001000011000011000000100001000011000110000111010000100110011001011011000001001000100110001010
1510,0.9375,0.8529,00000000110000111000000010000000100001000011000110000111010000100110010011100110000001001011110000101010
1511,0.9375,0.8481875,00000100111110101001000010000000100001000011000110000111010000100110010100011111000001001011011011101010
1512,0.9375,0.8509375,00000100110100101101000010000000100001000011000110000111010000100110010111110000000001001011000110101010
1513,0.9375,0.8526625,00000000110000101101000010000000100001000011000110000111010000100110011101001010000001001001111110101010
1514,0.9375,0.8487,00000100110101001000000011000000100001000011000110000111010000100110010110110000000001001010001110101010
1515,0.9375,0.8517,00000100111100111001000010000000100001000011000110000111010000100110010111011011000001001010001110111010
1516,0.9375,0.850225,00000000110011100011000010000000100001000011000110000111010000100110010011111100000001001000001001101010
1517,0.9375,0.8480875,00000100110000011010000010000000100001000011000110000111010000100110011001011011000001001001001100111010
1518,0.9375,0.854675,00000100110101101111000010000000100001000011000110000111010000100110011000110000000001001000111010111010
1519,0.9375,0.8506875,00000100110110010100000011000000100001000011000110000111010000100110011001001100000001001010111111101010
1520,0.9375,0.8551375,00000100111000101100000010000000100001000011000110000111010000100110010000111101000001001001111000001010
1521,0.9375,0.8464625,00000100111000011001000010000000100001000011000110000111010000100110011001010000000001001000111100011010
1522,0.9375,0.85775,00000100111010010101000011000000100001000011000110000111010000100110010010000101000001001001110100011010
1523,0.9375,0.850525,00000100110010001100000010000000100001000011000110000111010000100110011001001100000001001010111111101010
1524,0.9375,0.8492875,00000000111101110110000010000000100001000011000110000111010000100110010101111001000001001000011011111010
1525,0.9375,0.856425,00000100111000110111000010000000100001000011000110000111010000100110010100001110000001001010110100001010
1526,0.9375,0.8532625,00000100110001110110000010000000100001000011000110000111010000100110010110010100000001001000011010111010
1527,0.9375,0.8549875,00000100110010011110000011000000100001000011000110000111010000100110011011000000000001001011000000111010
1528,0.9375,0.855875,00000100110010101100000010000000100001000011000110000111010000100110010001000111000001001010011101011010
1529,0.9375,0.857875,00000100110000011001000010000000100001000011000110000111010000100110011000111111000001001011000000111010
1530,0.9375,0.8575,00000000111000100110000010000000100001000011000110000111010000100110010111100000000001001010111000111010
1531,0.9375,0.85015,00000000110100111100000010000000100001000011000110000111010000100110010011001010000001001000001010101010
1532,0.9375,0.8518,00000100110110101100000010000000100001000011000110000111010000100110010000111000000001001011100110101010
1533,0.9375,0.8595125,00000100110000100111000011000000100001000011000110000111010000100110011110111001000001001001001010011010
1534,0.9375,0.85155,00000100110010101100000010000000100001000011000110000111010000100110010111000110000001001011111101111010
1535,0.9375,0.8501125,00000100111110101100000011000000100001000011000110000111010000100110010010100000000001001000111010101010
1536,0.9375,0.8466625,00000100111011011110000010000000100001000011000110000111010000100110011111101111000001001011001001101010
1537,0.9375,0.8528375,00000100110001000011000010000000100001000011000110000111010000100110010000100101000001001010111000101010
1538,0.9375,0.8521,00000100110001001011000011000000100001000011000110000111010000100110011011111110000001001000101000111010
1539,0.9375,0.8577375,00000100110000010001000011000000100001000011000110000111010000100110011110111111000001001001110100001010
1540,0.9375,0.8453,00000100110100101011000010000000100001000011000110000111010000100110010011011100000001001010000010101010
1541,0.9375,0.8519375,00000100110101110101000010000000100001000011000110000111010000100110010010011100000001001000101000101010
1542,0.9375,0.8550875,00000100110000010001000010000000100001000011000110000111010000100110011100111101000001001011010100001010
1543,0.9375,0.8537625,00000100111000111100000010000000100001000011000110000111010000100110011011111010000001001000011100101010
1544,0.9375,0.853625,00000100110001100110000010000000100001000011000110000111010000100110010111110000000001001001000001001010
1545,0.9375,0.84965,00000100110000110110000010000000100001000011000110000111010000100110011001001100000001001000100010001010
1546,0.9375,0.85555,00000100111011011110000011000000100001000011000110000111010000100110010011111110000001001000111111101010
1547,0.9375,0.8497125,00000100110100000010000011000000100001000011000110000111010000100110010010101001000001001010011001101010
1548,0.9375,0.848525,00000100111110011101000011000000100001000011000110000111010000100110011100101000000001001011111000001010
1549,0.9375,0.855075,00000100111101110000000011000000100001000011000110000111010000100110010111110011000001001000101101111010
1550,0.9375,0.8536875,00000100111000110101000010000000100001000011000110000111010000100110011010011111000001001011110100101010
1551,0.9375,0.8525625,00000100110100110111000010000000100001000011000110000111010000100110010111001000000001001010101011001010
1552,0.9375,0.8505375,00000100111110010000000010000000100001000011000110000111010000100110010101111011000001001011011001101010
1553,0.9375,0.857375,00000100111010011100000010000000100001000011000110000111010000100110010111101000000001001010101000111010
1554,0.9375,0.8566625,00000100110001111101000010000000100001000011000110000111010000100110010011011100000001001000101000001010
1555,0.9375,0.8575875,00000100111000010100000011000000100001000011000110000111010000100110010000010011000001001000011111001010
1556,0.9375,0.8515875,00000100110110101100000010000000100001000011000110000111010000100110011011111110000001001001101110101010
1557,0.9375,0.848775,00000100110000000100000010000000100001000011000110000111010000100110011101011010000001001011100001111010
1558,0.9375,0.8467125,00000100111110100111000010000000100001000011000110000111010000100110010100111000000001001000000011001010
1559,0.9375,0.8493125,00000100110011111000000011000000100001000011000110000111010000100110011111001000000001001010001011111010
1560,0.9375,0.8530625,00000100110110101100000010000000100001000011000110000111010000100110010011110011000001001000101101101010
1561,0.9375,0.8503875,00000100111110111101000011000000100001000011000110000111010000100110011111101001000001001011101110001010
1562,0.9375,0.849025,00000100111000000010000010000000100001000011000110000111010000100110010001000001000001001011011111011010
1563,0.9375,0.85375,00000100110000000100000010000000100001000011000110000111010000100110010111111100000001001000111110101010
1564,0.9375,0.85155,00000100111110010001000010000000100001000011000110000111010000100110011010111101000001001001111101011010
1565,0.9375,0.8570875,00000000111000101100000010000000100001000011000110000111010000100110010111011111000001001011011000001010
1566,0.9375,0.8462,00000100111110100100000011000000100001000011000110000111010000100110010110000011000000001010100000011010
1567,0.9375,0.8484625,00000100111011011110000011000000100001000011000110000111010000100110011111011101000001001010001100101010
1568,0.9375,0.84795,00000100111100111000000010000000100001000011000110000111010000100110011011001010000001001000111101001010
1569,0.9375,0.8482125,00000100111110010011000010000000100001000011000110000111010000100110010010011001000001001000011110001010
1570,0.9375,0.851975,00000100110110111111000010000000100001000011000110000111010000100110010101100100000001001010000101001010
1571,0.9375,0.8504875,00000100111010100100000010000000100001000011000110000111010000100110010100001110000001001010001010101010
1572,0.9375,0.850225,00000100111100000100000011000000100001000011000110000111010000100110011001010010000001001000000010111010
1573,0.9375,0.85185,00000100111111111000000010000000100001000011000110000111010000100110010111011011000001001001001010011010
1574,0.9375,0.8493625,00000100111110100110000010000000100001000011000110000111010000100110011100110111000001001010100001101010
1575,0.9375,0.85165,00000100110110111111000011000000100001000011000110000111010000100110010110111000000001001000001100011010
1576,0.9375,0.850425,00000100110110111011000011000000100001000011000110000111010000100110010010001000000001001001101110101010
1577,0.9375,0.8516875,00000100111010000000000011000000100001000011000110000111010000100110010111101000000001001000011010001010
1578,0.9375,0.8549875,00000100110010011101000010000000100001000011000110000111010000100110010010101010000001001011100001101010
1579,0.9375,0.854675,00000100111001110001000010000000100001000011000110000111010000100110010100100001000001001001011010011010
1580,0.9375,0.8537375,00000100111110000001000010000000100001000011000110000111010000100110010010101100000001001001110101101010
1581,0.9375,0.8481875,00000100110110110000000011000000100001000011000110000111010000100110011000011110000001001011111101101010
1582,0.9375,0.8589,00000100111011001110000010000000100001000011000110000111010000100110010001011011000001001000001000101010
1583,0.9375,0.856625,00000000110000011100000010000000100001000011000110000111010000100110010010011001000001001000011110001010
1584,0.9375,0.8489375,00000100110110110000000011000000100001000011000110000111010000100110010010100111000001001001111101011010
1585,0.9375,0.8489875,00000100110001110110000010000000100001000011000110000111010000100110010100011100000001001001011010101010
1586,0.9375,0.849525,00000100110001111000000011000000100001000011000110000111010000100110011000011011000001001000111001101010
1587,0.9375,0.8545125,00000100110111110111000010000000100001000011000110000111010000100110011111101010000001001011111101101010
1588,0.9375,0.8500875,00000100110110100101000011000000100001000011000110000111010000100110010101011110000001001010001011111010
1589,0.9375,0.8504,00000100111101010110000011000000100001000011000110000111010000100110010111011111000001001001111110101010
1590,0.9375,0.8527125,00000100110000110100000010000000100001000011000110000111010000100110010100101110000001001011101011101010
1591,0.9375,0.8519875,00000100110110000100000010000000100001000011000110000111010000100110010111000000000001001011011101111010
1592,0.9375,0.8498125,00000100110101010110000011000000100001000011000110000111010000100110010100010000000001001000001000001010
1593,0.9375,0.8540625,00000100110111100101000010000000100001000011000110000111010000100110011000000011000001001000110111111010
1594,0.9375,0.851325,00000000111000111100000010000000100001000011000110000111010000100110011010001000000001001001110000011010
1595,0.9375,0.850225,00000100111010010010000010000000100001000011000110000111010000100110011010001000000001001000100110111010
1596,0.9375,0.8453875,00000100110110011100000011000000100001000011000110000111010000100110011011110100000001001010111110011010
1597,0.9375,0.8534625,00000100110110010001000011000000100001000011000110000111010000100110011011101000000001001001110111011010
1598,0.9375,0.847675,00000100110110111111000010000000100001000011000110000111010000100110010000110110000001001001011010101010
1599,0.9375,0.8476125,00000000110101100111000010000000100001000011000110000111010000100110010001001001000001001010100100011010
1600,0.9375,0.852675,00000100110010010011000010000000100001000011000110000111010000100110010111000011000001001011011111001010
1601,0.9375,0.852175,00000100111110000010000011000000100001000011000110000111010000100110010111001001000001001011011101111010
1602,0.9375,0.8479875,00000100111110100001000010000000100001000011000110000111010000100110010110110001000001001011111000111010
1603,0.9375,0.8464875,00000100111101111100000011000000100001000011000110000111010000100110010010101110000001001001001111111010
1604,0.9375,0.8526,00000100110111010000000011000000100001000011000110000111010000100110011001011111000001001001101110011010
1605,0.9375,0.8509625,00000100110111100100000010000000100001000011000110000111010000100110011100010011000001001010000110111010
1606,0.9375,0.849225,00000100110100100101000011000000100001000011000110000111010000100110011011101000000001001011011101111010
1607,0.9375,0.8540625,00000100110000011011000010000000100001000011000110000111010000100110010010001100000001001010101110011010
1608,0.9375,0.8486,00000100111110110000000011000000100001000011000110000111010000100110010010010100000001001001111011011010
1609,0.9375,0.85235,00000100111100011001000011000000100001000011000110000111010000100110010010101100000001001010111110011010
1610,0.9375,0.8497375,00000100110011011001000011000000100001000011000110000111010000100110011111110010000001001010001010001010
1611,0.9375,0.8521875,00000100110110011001000010000000100001000011000110000111010000100110010111100010000001001000000010101010
1612,0.9375,0.8480375,00000100110110111100000011000000100001000011000110000111010000100110011111110100000001001010000100111010
1613,0.9375,0.854775,00000100111100100101000011000000100001000011000110000111010000100110010000001111000001001000100111111010
1614,0.9375,0.8521625,00000100111100011000000011000000100001000011000110000111010000100110011010000011000001001011000101011010
1615,0.9375,0.851625,00000100110100100001000011000000100001000011000110000111010000100110011101100001000001001010101100001010
1616,0.9375,0.8544625,00000100111100100010000011000000100001000011000110000111010000100110011111001010000001001010011111001010
1617,0.9375,0.850775,00000100110110011011000010000000100001000011000110000111010000100110010100011101000001001010001011111010
1618,0.9375,0.8496875,00000100110100000001000011000000100001000011000110000111010000100110010010011110000001001000001000011010
1619,0.9375,0.8536125,00000100110001111000000011000000100001000011000110000111010000100110010001010000000001001000101111101010
1620,0.9375,0.8481,00000100111111100100000011000000100001000011000110000111010000100110010000011111000001001000001100001010
1621,0.9375,0.851375,00000100111111110010000011000000100001000011000110000111010000100110010111111110000001001010010011111010
1622,0.9375,0.8536625,00000100110111100000000010000000100001000011000110000111010000100110010001011110000001001000100100111010
1623,0.9375,0.8506875,00000100111001001100000010000000100001000011000110000111010000100110010101101001000001001001010010101010
1624,0.9375,0.8518375,00000100110110111110000011000000100001000011000110000111010000100110010101100010000001001010001100101010
1625,0.9375,0.8519625,00000100111010110101000010000000100001000011000110000111010000100110011001000001000001001011111011001010
1626,0.9375,0.8528875,00000100110100010000000011000000100001000011000110000111010000100110010010110010000001001000101110101010
1627,0.9375,0.8492,00000100110001010001000010000000100001000011000110000111010000100110011101011000000001001011101110101010
1628,0.9375,0.8505375,00000000111110110001000010000000100001000011000110000111010000100110011111110110000001001011111100101010
1629,0.9375,0.846925,00000100110100100100000011000000100001000011000110000111010000100110010010000101000001001011101010011010
1630,0.9375,0.854175,00000100110111010100000011000000100001000011000110000111010000100110010011011011000000001011110101101010
1631,0.9375,0.8526,00000100111011110111000011000000100001000011000110000111010000100110010010110000000001001010001000011010
1632,0.9375,0.8513125,00000100111111000110000010000000100001000011000110000111010000100110010111101000000001001011101011111010
1633,0.9375,0.848725,00000100110010111111000010000000100001000011000110000111010000100110011111111101000001001000100110101010
1634,0.9375,0.84485,00000100110000100001000010000000100001000011000110000111010000100110010011111000000001001010001011111010
1635,0.9375,0.8447125,00000100110101111111000010000000100001000011000110000111010000100110010110010100000001001011010010001010
1636,0.9375,0.85705,00000100111010011111000010000000100001000011000110000111010000100110010010001000000001001010101110101010
1637,0.9375,0.8546375,00000100110010011011000011000000100001000011000110000111010000100110010011110011000001001001110111011010
1638,0.9375,0.8466875,00000100111110111001000010000000100001000011000110000111010000100110010001001110000001001011101100001010
1639,0.9375,0.857875,00000100111001100101000011000000100001000011000110000111010000100110010001111010000001001001011111111010
1640,0.9375,0.8491125,00000100110100100100000010000000100001000011000110000111010000100110011110111100000001001011111010111010
1641,0.9375,0.8444375,00000100110001110100000011000000100001000011000110000111010000100110010110101010000001001011010100111010
1642,0.9375,0.8526,00000100110010011100000011000000100001000011000110000111010000100110011011111010000001001001001111101010
1643,0.9375,0.8478375,00000100110101011100000010000000100001000011000110000111010000100110010100001100000001001000111010111010
1644,0.9375,0.849475,00000100111101100000000010000000100001000011000110000111010000100110011011111010000001001001111011101010
1645,0.9375,0.8459,00000100110111101100000011000000100001000011000110000111010000100110010000000000000001001010001011011010
1646,0.9375,0.8524125,00000100110110001111000011000000100001000011000110000111010000100110011101011011000001001011001001101010
1647,0.9375,0.8512625,00000100110010010100000010000000100001000011000110000111010000100110010111001111000001001000001110101010
1648,0.9375,0.8517125,00000100110010110010000010000000100001000011000110000111010000100110011110011010000001001001101111111010
1649,0.9375,0.85355,00000100111011011100000010000000100001000011000110000111010000100110010010001000000001001011100111001010
1650,0.9375,0.8474375,00000100111000111111000011000000100001000011000110000111010000100110011011101010000001001001111010101010
1651,0.9375,0.8495875,00000100110010100110000010000000100001000011000110000111010000100110010101110111000001001001011111101010
1652,0.9375,0.851325,00000100111000110110000011000000100001000011000110000111010000100110011101101010000001001010101111001010
1653,0.9375,0.855725,00000100110111010111000011000000100001000011000110000111010000100110011010111110000001001000010110011010
1654,0.9375,0.846925,00000100110011000111000011000000100001000011000110000111010000100110010010111010000001001011001010101010
1655,0.9375,0.847325,00000100110110001111000011000000100001000011000110000111010000100110010110111000000001001010100001111010
1656,0.9375,0.8516875,00000100110110011000000011000000100001000011000110000111010000100110011011111110000001001000001110001010
1657,0.9375,0.8535625,00000100110010110011000011000000100001000011000110000111010000100110010000101100000001001011110101111010
1658,0.9375,0.853975,00000100110100110110000011000000100001000011000110000111010000100110010010111001000001001000011010101010
1659,0.9375,0.8509375,00000100111011101001000011000000100001000011000110000111010000100110010110111000000001001010100001101010
1660,0.9375,0.8567625,00000100110101011100000010000000100001000011000110000111010000100110010000000000000001001000111100101010
1661,0.9375,0.848125,00000100110110011001000011000000100001000011000110000111010000100110010000011000000001001000110010011010
1662,0.9375,0.8506375,00000100111000110111000010000000100001000011000110000111010000100110010001000010000001001011010100111010
1663,0.9375,0.8495375,00000100110100011000000010000000100001000011000110000111010000100110011010000011000001001000000001111010
1664,0.9375,0.856,00000100110010110000000010000000100001000011000110000111010000100110011110111101000001001000010111001010
1665,0.9375,0.8485375,00000100110010010100000010000000100001000011000110000111010000100110011001100000000001001011010100111010
1666,0.9375,0.85195,00000100110101111011000011000000100001000011000110000111010000100110010111111000000001001010100000001010
1667,0.9375,0.8549625,00000100111111101100000011000000100001000011000110000111010000100110010110100001000001001010101110101010
1668,0.9375,0.852325,00000100111010101011000010000000100001000011000110000111010000100110011111011111000001001010010101111010
1669,0.9375,0.851575,00000100111100111010000011000000100001000011000110000111010000100110011100110001000001001010101100101010
1670,0.9375,0.8534375,00000100111100100100000010000000100001000011000110000111010000100110010010101000000001001001000111011010
1671,0.9375,0.8505,00000100111100010110000010000000100001000011000110000111010000100110010011010010000001001010010000001010
1672,0.9375,0.8484875,00000100111011111001000011000000100001000011000110000111010000100110010010100001000001001011111111011010
1673,0.9375,0.854325,00000100110001100100000011000000100001000011000110000111010000100110010110001101000001001001001010011010
1674,0.9375,0.8546625,00000100110100011110000010000000100001000011000110000111010000100110010111111101000001001010000110011010
1675,0.9375,0.851975,00000100110010011110000010000000100001000011000110000111010000100110010010001110000001001010101011101010
1676,0.9375,0.8512625,00000100110100100000000010000000100001000011000110000111010000100110011110010000000001001011011111001010
1677,0.9375,0.844975,00000100111110000101000010000000100001000011000110000111010000100110011100001000000001001000001110001010
1678,0.9375,0.8541125,00000100110000011101000010000000100001000011000110000111010000100110010010110011000001001010110010011010
1679,0.9375,0.8457375,00000100110101011000000011000000100001000011000110000111010000100110011101011000000001001010111001101010
1680,0.9375,0.851475,00000100110010110000000010000000100001000011000110000111010000100110010010000010000001001010111000001010
1681,0.9375,0.8578,00000100110101100100000011000000100001000011000110000111010000100110010000000000000000001000001100011010
1682,0.9375,0.8516,00000100111011001001000011000000100001000011000110000111010000100110011101111110000001001001110101001010
1683,0.9375,0.842975,00000100111111000010000010000000100001000011000110000111010000100110010010111110000001001010011111101010
1684,0.9375,0.850925,00000100111000110110000011000000100001000011000110000111010000100110011100100010000001001001111111101010
1685,0.9375,0.8580875,00000100111000010101000010000000100001000011000110000111010000100110010011101101000001001011101000011010
1686,0.9375,0.8459875,00000100110011110000000011000000100001000011000110000111010000100110010000001000000001001010101110011010
1687,0.9375,0.843475,00000100110011011100000011000000100001000011000110000111010000100110010011010000000001001011101000011010
1688,0.9375,0.8482625,00000100111010011111000010000000100001000011000110000111010000100110011000011011000001001010001010111010
1689,0.9375,0.847225,00000100111010001001000010000000100001000011000110000111010000100110010100101011000001001011101001111010
1690,0.9375,0.8480625,00000100111111001010000011000000100001000011000110000111010000100110010111101111000001001000100110001010
1691,0.9375,0.8522125,00000100110010110101000010000000100001000011000110000111010000100110010111101010000001001000111110011010
1692,0.9375,0.854375,00000100111000110110000011000000100001000011000110000111010000100110010100000110000001001000000100001010
1693,0.9375,0.8511125,00000100111001001010000010000000100001000011000110000111010000100110010111100000000001001000101101011010
1694,0.9375,0.850275,00000100110000111000000010000000100001000011000110000111010000100110010010110100000001001010101110111010
1695,0.9375,0.8534875,00000100111100101111000011000000100001000011000110000111010000100110010111011011000001001011100000101010
1696,0.9375,0.853175,00000100111011101100000011000000100001000011000110000111010000100110010010011000000001001011111011001010
1697,0.9375,0.8463125,00000100110101011010000010000000100001000011000110000111010000100110011111010000000001001000111011101010
1698,0.9375,0.850475,00000100111001110110000010000000100001000011000110000111010000100110011110010010000001001000100110111010
1699,0.9375,0.8509625,00000100110110111100000010000000100001000011000110000111010000100110011000111010000001001010111000001010
1700,0.9375,0.8497875,00000100110111100010000010000000100001000011000110000111010000100110010111011110000001001000011101011010
1701,0.9375,0.856325,00000100111110111001000010000000100001000011000110000111010000100110011111101011000001001000011110111010
1702,0.9375,0.8514,00000100110101100100000010000000100001000011000110000111010000100110010001101011000001001010011010101010
1703,0.9375,0.8536125,00000100110110110101000011000000100001000011000110000111010000100110011011101111000001001000101110111010
1704,0.9375,0.8596875,00000100110011111011000010000000100001000011000110000111010000100110010110110010000001001001010101101010
1705,0.9375,0.845475,00000100110010110100000010000000100001000011000110000111010000100110010111000010000001001000110110111010
1706,0.9375,0.855975,00000100111000011011000010000000100001000011000110000111010000100110010101010011000001001000010110001010
1707,0.9375,0.8467375,00000100110110001110000010000000100001000011000110000111010000100110011011011111000001001010100111001010
1708,0.9375,0.8515375,00000100110011001100000010000000100001000011000110000111010000100110011100101001000001001010110001011010
1709,0.9375,0.8555625,00000100110001011111000011000000100001000011000110000111010000100110010000111000000001001010111110001010
1710,0.9375,0.8503375,00000100111110011100000011000000100001000011000110000111010000100110010001001111000001001010111011011010
1711,0.9375,0.8520625,00000100111000110100000011000000100001000011000110000111010000100110011011010111000001001010101110101010
1712,0.9375,0.84785,00000100111011100010000010000000100001000011000110000111010000100110011111110101000001001010100110001010
1713,0.9375,0.8482625,00000100110011111101000011000000100001000011000110000111010000100110011011011110000001001010101000111010
1714,0.9375,0.848025,00000100111010001010000010000000100001000011000110000111010000100110011011100001000001001010011110101010
1715,0.9375,0.848925,00000100110111001010000010000000100001000011000110000111010000100110011001110101000001001010001001101010
1716,0.9375,0.8506125,00000100111111001010000010000000100001000011000110000111010000100110011101001001000001001000110111101010
1717,0.9375,0.8568875,00000100110001110101000010000000100001000011000110000111010000100110010010101010000001001010000110111010
1718,0.9375,0.8561625,00000100111000011000000010000000100001000011000110000111010000100110010010101011000001001000001000001010
1719,0.9375,0.858425,00000100110011110010000010000000100001000011000110000111010000100110010111111001000001001010100010001010
1720,0.9375,0.8530375,00000100110110111110000010000000100001000011000110000111010000100110011101011011000001001001111110111010
1721,0.9375,0.8531,00000100111110010101000010000000100001000011000110000111010000100110011011011110000001001010101001011010
1722,0.9375,0.8536875,00000100110000110111000011000000100001000011000110000111010000100110011101011111000001001000011110111010
1723,0.9375,0.850975,00000100110010110110000010000000100001000011000110000111010000100110010111111110000001001000110110001010
1724,0.9375,0.8536875,00000100111011001111000011000000100001000011000110000111010000100110010011100010000001001010001010001010
1725,0.9375,0.86135,00000100110110000100000010000000100001000011000110000111010000100110010011110010000001001001111000111010
1726,0.9375,0.8501875,00000100111001011100000011000000100001000011000110000111010000100110011011000001000001001001010000001010
1727,0.9375,0.8511375,00000100111000111010000011000000100001000011000110000111010000100110011111111010000001001001111110111010
1728,0.9375,0.8513625,00000100111110111100000010000000100001000011000110000111010000100110010010011101000001001010001000111010
1729,0.9375,0.84655,00000100110100111110000010000000100001000011000110000111010000100110010110000011000001001000101111011010
1730,0.9375,0.851175,00000100111011011110000010000000100001000011000110000111010000100110010010101001000001001001001000111010
1731,0.9375,0.859875,00000100111100111111000011000000100001000011000110000111010000100110011101111010000001001000011001011010
1732,0.9375,0.851025,00000100110010100111000010000000100001000011000110000111010000100110010010101010000001001000011101011010
1733,0.9375,0.8524875,00000100111100110110000011000000100001000011000110000111010000100110010100011011000001001000100111011010
1734,0.9375,0.854025,00000100110101100100000011000000100001000011000110000111010000100110010100100001000001001001011110011010
1735,0.9375,0.855175,00000100110000110111000011000000100001000011000110000111010000100110010110001001000001001001000110001010
1736,0.9375,0.8467375,00000100110011111110000010000000100001000011000110000111010000100110011000011001000001001000111000011010
1737,0.9375,0.852725,00000100111000110110000010000000100001000011000110000111010000100110010110101010000001001001110110101010
1738,0.9375,0.8578,00000100110010111011000010000000100001000011000110000111010000100110010010101111000001001000010011101010
1739,0.9375,0.85285,00000100110100010110000010000000100001000011000110000111010000100110010100110010000001001001110011011010
1740,0.9375,0.852,00000100111011110001000010000000100001000011000110000111010000100110011101111011000001001010110101011010
1741,0.9375,0.8555875,00000100110111011100000011000000100001000011000110000111010000100110010111111100000001001010001011001010
1742,0.9375,0.85045,00000100110011011010000011000000100001000011000110000111010000100110011110000001000001001010010111101010
1743,0.9375,0.8494,00000100111000000100000010000000100001000011000110000111010000100110010000101111000001001010101000111010
1744,0.9375,0.8544375,00000100111001011100000010000000100001000011000110000111010000100110010110111111000001001001001001111010
1745,0.9375,0.8580125,00000100110100011100000010000000100001000011000110000111010000100110011000111001000001001010011010011010
1746,0.9375,0.846025,00000100110001011111000010000000100001000011000110000111010000100110010010101001000001001001000101001010
1747,0.9375,0.8553375,00000100110101011100000010000000100001000011000110000111010000100110011001111010000001001000011010111010
1748,0.9375,0.8579125,00000100110011110110000011000000100001000011000110000111010000100110010100000000000001001011000111011010
1749,0.9375,0.85085,00000100110100110110000011000000100001000011000110000111010000100110011101100100000001001011011110011010
1750,0.9375,0.8561875,00000100111011011101000011000000100001000011000110000111010000100110010100111011000001001001000010101010
1751,0.9375,0.8533375,00000100110010101001000011000000100001000011000110000111010000100110011101111001000001001001000000101010
